Age,Income,Spending Score
26.4901424590337,31.620419846973974,65.84629257949585
24.585207096486446,28.074588597918417,75.79354677234642
26.94306561430208,26.615389998470206,76.57285483473231
29.569089569224076,33.058381444204336,71.9772273077838
24.29753987582999,35.154997612479754,78.3871428833399
24.29758912915246,34.65640059558099,84.04050856814538
29.737638446522176,25.803912383886807,98.8618590121053
27.302304187458727,28.453938120743924,81.74577812831839
23.591576842195146,31.65631715701782,82.57550390722764
26.627680130757895,34.877725635611796,79.25554084233833
23.609746921562614,27.60412881077355,60.812287847009586
23.60281073928923,29.071705116680914,79.73486124550783
25.725886814698104,24.46832512996986,80.60230209941027
19.260159266026605,24.018966879596647,100.0
19.8252465024609,34.06262911197099,78.07639035218878
23.313137412277083,36.78120014285411,83.01547342333612
21.961506638996728,29.63994939209833,79.65288230294756
25.94274199778582,35.01766448946012,68.31321962380468
22.27592777343637,31.80818012523817,91.4282281451502
20.763088895994127,26.77440122697438,87.51933032686775
29.39694630676466,31.80697802754207,87.91031947043047
24.322671098540393,37.690182832329846,70.9061254520526
25.20258461406377,29.820869804450243,94.02794310936099
20.72575544135963,37.82321827907003,65.98148937207719
23.36685182642445,20.0,85.8685709380027
25.3327677691296,34.10951252187612,100.0
21.54701926773309,30.435235341190854,70.09463674869312
26.127094055037016,28.504963247670663,74.33702270397228
23.198083930243584,30.45880388267751,80.99651365087641
24.124918750620168,20.062155426995538,74.965243458838
23.194880163311808,28.901640560812442,64.49336568933867
30.556834553526812,31.785562857558734,80.68562974806028
24.9595083257862,37.38947022370758,69.37696286273895
21.8268672131323,27.408648908631765,84.73592430635182
27.467634736309567,25.95753198553406,70.80575765766197
21.337469050086934,27.491214782077318,95.4993440501754
25.626590785014265,34.57701058851037,72.16746707663764
19.120989628360675,31.643755548298422,76.77938483794324
21.015441853304708,27.351198981164806,88.1351721736967
25.590583707607372,32.56633716556678,67.69135683566044
27.215399739986232,30.4853877467402,82.2745993460413
25.51410484356991,34.84322495266444,93.07142754282428
24.65305515283528,26.489734530613237,63.92516765438772
24.096688913232132,28.361689267011158,81.84633858532304
20.56443402889772,28.039459234339212,82.59882794248423
22.840467374815873,22.682425259339404,87.81822871777311
23.618083687120638,31.48060138532288,67.63049289121918
28.171366678656746,31.305276360899448,66.79543386915724
26.030854868705383,30.025567283212304,85.21941565616898
19.7108795339118,28.827064333124266,82.96984673233186
46.252464251729386,63.577873603482836,31.086740684974323
46.73224104748488,65.60784526368235,63.767929205821645
41.59987639210755,70.83051243175277,81.8323429551895
46.16126848580502,70.53802052034904,65.4869789082672
46.46536236649341,46.22330632042909,27.2094505106898
41.42824290986816,50.62174960084877,42.73648890700623
54.328872555723784,65.1503526720866,69.00366723779933
47.36916460455894,65.13785950912208,39.38495801571829
39.04348251398676,65.15047686306048,56.657291422193424
48.28276804316915,98.5273149065472,61.61951080144005
40.126591648863396,65.70890510693167,36.09604292632876
48.93542301871226,71.35565640180599,49.107119659073
50.79297789503702,69.54001763493203,1.380989898963911
40.89658840824145,66.51391251305797,34.63418537998565
49.816880646221605,56.84730755359655,46.2114777291026
47.063904634682494,67.58969220493267,31.283252270527257
49.11030079997245,52.27174785462428,74.48616955897452
54.48396491326974,57.63181393259991,28.54787933059051
43.77305941998565,55.14636452170897,43.39933269954524
41.23131917821255,60.81874139386322,51.96110865929137
40.55242785187238,83.14658566673509,71.61909933599173
40.92094857517281,41.327348074082515,28.46206773230841
44.61449145292948,66.86260190374513,67.4474562823244
46.70575987408322,43.87284128810348,50.1534959152938
46.3834539966501,55.280681342105666,35.27737023428074
49.13591624518012,70.88950596967366,56.93155211394906
45.065009459389536,60.64280019095463,52.98589543360205
52.26767038578659,49.22255222070694,40.99674684261808
43.67671583381022,52.84696290740032,51.04703127485028
58.600845832948096,66.79597748934675,44.220296047073596
48.128336738825034,52.69633368282864,51.70276017876872
40.714212217918586,62.16458589581975,59.9319601178157
39.645537509694435,60.45571839903814,73.79025224218029
47.41236207621593,53.48399652394183,31.432767517597263
43.88268607337075,81.43944089325325,81.995500619844
48.57000247046046,66.33919022318011,20.718683007162472
47.366188122867726,39.74857413342393,47.72322357446625
44.63585543671564,61.86454314769428,58.82475809726865
40.76603140965798,53.382135352316126,54.21487801602549
37.42576387657068,68.52433334796224,40.659507202691096
42.767425239664895,52.074792615673,46.87816624464087
49.28199397161736,58.85263558533101,42.604985980117505
46.07046872065102,65.04987278980457,41.15952864583683
