Age,Income,Spending Score
26.4901424590337,31.788936801741418,64.05572341205632
24.585207096486446,32.803922631841175,74.00624977046228
26.94306561430208,35.41525621587638,80.05243699718183
29.569089569224076,35.26901026017452,80.46980593764742
24.29753987582999,23.111653160214544,75.49934528520757
24.29758912915246,25.310874800424386,86.22849932347499
29.737638446522176,32.5751763360433,69.32379570617405
27.302304187458727,32.56892975456104,78.57620514978707
23.591576842195146,32.57523843153024,81.20295631711899
26.627680130757895,49.2636574532736,85.14438834058748
23.609746921562614,32.85445255346583,87.11614878088889
23.60281073928923,35.677828200902994,68.75357908162131
25.725886814698104,34.770008817466014,64.65885829264377
19.260159266026605,33.25695625652899,92.7767682189851
19.8252465024609,28.423653776798275,83.32314011979592
23.313137412277083,33.79484610246634,72.51513463443446
21.961506638996728,26.13587392731214,95.51151975522524
25.94274199778582,28.815906966299956,81.15674634292859
22.27592777343637,27.573182260854484,91.79297184063826
20.763088895994127,30.40937069693161,80.67518481410109
29.39694630676466,41.573292833367546,100.0
24.322671098540393,20.663674037041257,97.55340842443204
25.20258461406377,33.431300951872565,77.51035851520926
20.72575544135963,21.93642064405174,89.71570950954356
23.36685182642445,27.640340671052833,86.45375949585147
25.3327677691296,35.44475298483683,93.68631557532349
21.54701926773309,30.321400095477316,70.35076539419896
26.127094055037016,24.61127611035347,86.8605145999844
23.198083930243584,26.42348145370016,90.58424486849587
24.124918750620168,33.39798874467338,62.41260513576886
23.194880163311808,26.34816684141432,68.16741487334225
30.556834553526812,31.082292947909874,59.607678222398995
24.9595083257862,30.22785919951907,77.30593165555442
21.8268672131323,26.741998261970917,87.17542255795962
27.467634736309567,40.719720446626624,95.02357052096028
21.337469050086934,33.169595111590056,80.74094780419775
25.626590785014265,20.0,96.28615545571292
19.120989628360675,30.93227157384714,66.19898541785109
21.015441853304708,26.691067676158063,62.96617560644845
25.590583707607372,34.26216667398112,79.44452301103381
27.215399739986232,26.0373963078365,83.84065448939307
25.51410484356991,29.426317792665504,79.67305251905907
24.65305515283528,32.524936394902284,59.325578999601234
24.096688913232132,34.32877597085061,79.10879960487212
20.56443402889772,23.99851796472112,66.95530499495146
22.840467374815873,28.327493820795258,86.69672548830039
23.618083687120638,27.62527344419522,83.66598246096848
28.171366678656746,26.733353837131443,70.60120213672644
26.030854868705383,38.82727120140549,74.86133082663306
19.7108795339118,32.024908554804774,69.40786478111049
25.972251908184386,23.695580228324776,79.37320902726829
23.84475315875105,34.589309735273886,89.55142320501238
22.969233999082125,40.610780985063165,70.14273953664457
26.835028866522602,35.16232630275573,85.04046515517844
28.092998567487854,22.40315017022993,74.69742381627559
27.793840357348596,27.578829635668743,72.07127167737656
22.482347430332084,36.334555745933116,78.92969640045442
24.072362872446355,26.461652671906098,69.64757677580626
25.99379029421069,32.219097140731144,74.46350694652818
27.926635381367078,33.87317026714668,68.02122107411151
23.56247728646413,25.365347642109583,99.6472513291639
24.44302307000855,29.702373219690998,80.35263551971728
21.680995077981915,20.0,73.00274492007415
21.411380127757987,24.878061793328552,82.13979910734221
27.437577467182592,28.7371592430342,78.8767195030917
29.06872008571247,23.761084090175753,77.79030400466777
24.783969635258998,38.16205651965817,86.14166700043425
28.010598693676073,22.849293110196836,87.57507710047305
26.084908075142902,27.79977756651508,74.69498852389472
23.06464073618463,30.653702886430455,74.2418175935532
26.084186816525243,37.20636644533057,77.24948302848355
29.614109699397908,22.8206892441028,56.980788352644154
24.892521882670145,35.815818760774796,64.84808937801448
29.693930967442018,30.051165305097935,93.66874267444524
18.0,25.092456744760245,96.44967713501283
27.465707513125672,32.31051737131635,77.50963960443622
25.261141204714512,30.995298477867347,85.76556963055766
24.102977948602398,26.998915614206027,83.11250154543536
25.275282329606508,30.349010424950094,100.0
19.037293256197323,28.0734320156912,91.19574911434577
24.340984336487463,30.567586726256238,78.72082408519233
26.07133771453524,33.31065337260524,70.44459559399574
29.433682134224547,37.93008408072676,63.93553679742428
23.44518934517906,23.810922505865754,82.03463635867223
22.574519191320437,40.665166873281336,72.43649254715697
23.49472886924639,20.23956100238749,65.77746290402325
27.746206353106224,29.241074524822086,73.53427115757474
25.986253328979053,32.94158603242288,69.18451996385605
23.410719388698883,31.404959338675162,96.87141635072564
26.539802299340067,26.886502400897033,88.81639756949451
25.291232648044122,28.959388748213623,79.92027358683383
27.90593497159867,27.534995326705836,94.79944138890026
22.893840718367944,27.053176215278942,80.77368307647619
24.017013560206696,34.24801048510512,71.38715798671737
23.823675540603528,31.785077429825236,95.23124077269657
20.609455155603644,26.535452023696728,85.38910043684659
25.88836083119373,34.49799937716626,69.62753845673544
25.783165816539668,31.536497604383047,78.09661321916391
25.015340369927383,34.0643105941948,71.24381746615242
24.29623859987456,33.14814420961806,66.17200269035663
20.753887773848756,25.85502494538964,89.26177547531641
23.738064031703924,27.19909479901515,99.0941664047013
23.971856450419693,33.73646802561631,66.01432426180858
22.593168192335142,33.05185132716732,85.62969236690572
24.516142865001974,29.89549203017926,73.49357430878173
26.212152570443614,30.58663691654391,75.12874616235304
30.65855770363159,36.388324478942124,74.07606075761132
25.523733438495515,27.04214305582085,71.36009230320184
25.772651172168292,32.73548690585019,80.48521627944827
24.7766622527015,28.98903673783053,71.69049883588963
19.243686354102877,28.9115939838639,82.70456825779839
24.920458373652348,35.493884259935946,79.49761890550863
25.18069062982308,34.12708174494015,77.6105195313359
32.389726337455855,34.06754818000319,70.92436337958402
24.422917105656634,36.52739403577165,74.23228669431667
25.904642027000836,30.105019208163796,87.55391225825755
24.89586469088427,33.40976485647482,85.00917187624381
21.493965887141403,28.448666217032716,70.22444755201448
28.42846844354506,31.620831762442208,80.99332305429226
27.255799098060322,29.349284728161575,87.5138712337179
27.373095841129143,30.484979824963588,63.305947188786284
22.271837635615782,32.975785127184565,85.43360192379934
29.2083829328083,25.908896583832636,73.37376241054153
20.794446811623157,40.4619363784273,85.70598668593159
26.76057128140081,24.96991309250149,72.36740843457483
31.571366877429938,23.929056936061336,61.95117899335481
22.028391024607934,35.79055436750034,63.72457562116837
23.301106811191683,33.958313469814684,80.48084946661382
25.298954095262925,33.12059908526078,82.59722501721483
23.489573037651404,33.141727546321405,70.95683374895592
20.3480097068016,29.938766135765427,86.38592458777374
25.205688924418084,25.51372814257084,63.3847993773104
21.813088858821686,30.379022790968634,79.33920201352683
26.420777291905544,26.61419144243944,67.88983800237543
22.241727297298592,34.87559866708876,73.4816389219784
29.649803215052618,29.264713092489306,80.47398671316414
22.65024012299129,25.872514016037442,71.39586634716048
24.033815451382974,28.393070791735035,76.15444455770175
27.440551652109008,32.064657271378124,90.0629280921444
21.307407050698135,27.181377235980126,74.23108130476851
25.68237980381239,25.888898022167844,88.35692112065142
28.921428262847286,31.218436057459563,68.70293145342382
20.17755029631632,31.224832855543614,85.29804177915283
25.553901575596914,27.465284123144354,94.41568620657901
25.779648382745272,27.644808471908384,55.283554998727105
27.34546861533193,31.16024968678818,72.03104744529523
21.289147867365756,22.75957829251338,85.7707212718054
21.03863016074717,22.96268112811722,77.96954613957007
26.565824696850694,26.40777889373782,83.71145873371309
25.890954019699556,28.932764241440765,73.9601481328418
25.75147855103763,31.55453782799002,80.865897874729
26.039344628490927,37.37678108474776,78.44322764607921
22.959925835264528,34.2882981160101,91.67782061659807
25.696761091483012,29.200307350182864,82.54420843301213
25.879217419896044,29.904918960486558,83.37602662075201
22.856945745920896,24.987353176810956,75.88123033877532
30.59732353343427,29.90743432003805,75.12393775927507
26.42149876273536,28.55670680539931,75.6744181218038
21.426089508392053,31.613592801690448,83.94452142378297
26.96966082590149,25.863845282238383,75.79015519179737
22.075954989318035,32.59673257120586,82.89774856896413
27.361253811227357,37.66369456501289,100.0
28.47578673702221,29.45619925771571,88.71124703431693
22.537953044944867,32.00855861049471,76.73976467832159
27.890128387732965,33.45071995855557,92.01213922163944
26.238342780809496,27.993897640570818,75.91924626978448
27.46618047998347,31.120462409052084,59.61875464822146
30.690378947961843,30.062962003908975,69.91913689082595
24.26383565199139,30.48838049274416,61.29208078974145
22.73879150692753,26.13495108072267,76.48486515958692
22.33145671112343,30.122550871294713,80.18418379189552
22.552569145103686,32.48999145622725,96.76437312275283
24.76869487175769,37.25571803897521,83.26927373764163
26.02345592444993,34.79635413042604,77.80899471191135
25.830072397990058,40.76591228755778,88.2940558118349
27.481549747108073,26.163262185559752,57.88864690992115
25.03900567563372,34.36160318360339,82.35614558108566
29.36060223147195,30.91671002869176,87.70865193886966
24.20602950028613,40.94901466608836,65.21413754220158
33.160507499768855,25.958508573224243,91.43754043206928
26.87700204329502,25.80139078909612,83.38496407494414
22.42852733075115,27.003036772779886,75.84712086099199
21.78732250581666,20.0,86.32781866106285
26.447417245729557,27.371224891596192,100.0
24.329611644022446,26.20433669223151,81.81866255058495
27.142001482276275,30.75196893238104,82.48220586300336
26.419712873720634,31.7087798788858,75.40639100459757
24.78151326202938,39.38085419607943,71.50155630535208
22.459618845794786,34.75211919093025,88.30335816544246
20.455458325942406,27.115481721687985,71.43916174091133
23.660455143798938,25.50792664325821,80.71566237219392
27.569196382970418,32.45959585753253,75.22342553234883
25.642281232390612,23.398833964896788,84.78979825746391
21.262783663864035,39.157293829271765,83.33662105286949
25.519542777553546,35.897200603606436,90.375399442579
26.15595213918651,27.654121739476476,74.89983601145254
22.3484276913966,21.434327354545612,77.30125064706628
25.461175317836584,36.76936187082707,70.21236284217693
25.174626155338,29.42730077373691,75.55706739923889
21.571089106508133,36.189081559867304,83.77300493044852
48.78494308322676,69.38283805975998,70.99033154879004
40.389173379111874,54.839552717826265,63.869505243691535
49.3480296005283,60.96120776940983,50.89445554880261
51.778189294024756,55.377247112949576,40.295948334416394
47.067174516118506,55.65503772567684,60.47334970420385
54.38397906279033,56.908278765313604,55.90228078132624
41.13105400448214,62.221337716337125,63.42789830041598
38.776726483442914,55.212513783365225,59.52757702522954
36.10639875547861,72.55756125573521,65.74329072979003
52.480221557445915,51.05392697780496,41.97147182659148
48.27182828177029,58.13128355838641,69.76091098451488
44.72207664544772,55.602689417258254,52.96399407038599
46.3998431315991,74.46977884353733,81.12891308937898
39.37255476350812,61.96554776511575,39.66218272865648
